"","name","MV","season"
"4854","James TomkinsJ. Tomkins","£4.95m  ","20122013"
"4855","James CollinsJ. Collins","£4.50m  ","20122013"
"4856","Winston ReidW. Reid","£3.15m  ","20122013"
"4857","Emanuel PogatetzE. Pogatetz","£3.15m  ","20122013"
"4858","Leo ChambersL. Chambers"," ","20122013"
"4859","George McCartneyG. McCartney","£1.35m  ","20122013"
"4860","Dan PottsDan Potts","£225k  ","20122013"
"4861","Joey O'BrienJ. O'Brien","£900k  ","20122013"
"4862","Guy DemelGuy Demel","£900k  ","20122013"
"4863","Jordan SpenceJ. Spence","£450k  ","20122013"
"4864","Callum DriverC. Driver"," ","20122013"
"4865","Alou DiarraA. Diarra","£5.40m  ","20122013"
"4866","Mark NobleM. Noble","£6.30m  ","20122013"
"4867","Mohamed DiaméM. Diamé","£4.50m  ","20122013"
"4868","Jack CollisonJ. Collison","£3.15m  ","20122013"
"4869","Gary O'NeilG. O'Neil","£2.25m  ","20122013"
"4870","George MoncurG. Moncur"," ","20122013"
"4871","Sebastian LletgetS. Lletget"," ","20122013"
"4872","Matthew TaylorM. Taylor","£2.70m  ","20122013"
"4873","Matthias FanimoM. Fanimo"," ","20122013"
"4874","Joe ColeJoe Cole","£6.75m  ","20122013"
"4875","Kevin NolanK. Nolan","£5.40m  ","20122013"
"4876","Ravel MorrisonR. Morrison","£675k  ","20122013"
"4877","Matt JarvisM. Jarvis","£7.20m  ","20122013"
"4878","Yossi BenayounY. Benayoun","£4.05m  ","20122013"
"4879","Ricardo Vaz TêR. Vaz Tê","£1.80m  ","20122013"
"4880","Rob HallRob Hall","£225k  ","20122013"
"4881","Andy CarrollA. Carroll","£13.95m  ","20122013"
"4882","Marouane ChamakhM. Chamakh","£4.95m  ","20122013"
"4883","Carlton ColeC. Cole","£4.50m  ","20122013"
"4884","Modibo MaïgaM. Maïga","£4.50m  ","20122013"
"4885","Nicky MaynardN. Maynard","£3.15m  ","20122013"
"4886","Wellington PaulistaWellington Paulista","£1.35m  ","20122013"
"4887","Dylan Tombides †D. Tombides †","£225k  ","20122013"
"4888","Elliot LeeE. Lee"," ","20122013"
"4889","Paul McCallumP. McCallum"," ","20122013"
"4890","Shay GivenS. Given","£2.70m  ","20122013"
"4891","Brad GuzanB. Guzan","£1.80m  ","20122013"
"4892","Andy MarshallA. Marshall","£225k  ","20122013"
"4893","Ron VlaarRon Vlaar","£5.40m  ","20122013"
"4894","Richard DunneR. Dunne","£3.15m  ","20122013"
"4895","Ciaran ClarkC. Clark","£3.15m  ","20122013"
"4896","Nathan BakerN. Baker","£675k  ","20122013"
"4897","Joe BennettJ. Bennett","£1.13m  ","20122013"
"4898","Enda StevensE. Stevens","£225k  ","20122013"
"4899","Derrick WilliamsD. Williams"," ","20122013"
"4900","Eric LichajE. Lichaj","£1.35m  ","20122013"
"4901","Matthew LowtonM. Lowton","£180k  ","20122013"
"4902","Chris HerdC. Herd","£2.25m  ","20122013"
"4903","Yacouba SyllaY. Sylla","£720k  ","20122013"
"4904","Ashley WestwoodA. Westwood"," ","20122013"
"4905","Barry BannanB. Bannan","£4.50m  ","20122013"
"4906","Karim El AhmadiK. El Ahmadi","£3.38m  ","20122013"
"4907","Fabian DelphF. Delph","£3.15m  ","20122013"
"4908","Gary GardnerG. Gardner","£1.35m  ","20122013"
"4909","Daniel JohnsonD. Johnson"," ","20122013"
"4910","Samir CarruthersS. Carruthers"," ","20122013"
"4911","Marc AlbrightonM. Albrighton","£4.50m  ","20122013"
"4912","Stephen IrelandS. Ireland","£4.95m  ","20122013"
"4913","Brett HolmanB. Holman","£2.70m  ","20122013"
"4914","Simon DawkinsS. Dawkins","£180k  ","20122013"
"4915","Charles N'ZogbiaC. N'Zogbia","£8.10m  ","20122013"
"4916","Andreas WeimannA. Weimann","£1.35m  ","20122013"
"4917","Graham BurkeG. Burke"," ","20122013"
"4918","Darren BentD. Bent","£18.00m  ","20122013"
"4919","Gabriel AgbonlahorG. Agbonlahor","£10.80m  ","20122013"
"4920","Christian BentekeC. Benteke","£2.70m  ","20122013"
"4921","Nathan DelfounesoN. Delfouneso","£2.25m  ","20122013"
"4922","Jordan BoweryJ. Bowery","£68k  ","20122013"
"4923","Asmir BegovicA. Begovic","£3.15m  ","20122013"
"4924","Jack ButlandJ. Butland","£900k  ","20122013"
"4925","Thomas SörensenT. Sörensen","£900k  ","20122013"
"4926","Carlo NashC. Nash","£225k  ","20122013"
"4927","Robert HuthR. Huth","£7.20m  ","20122013"
"4928","Ryan ShawcrossR. Shawcross","£7.20m  ","20122013"
"4929","Marc WilsonM. Wilson","£4.50m  ","20122013"
"4930","Ryan ShottonR. Shotton","£2.25m  ","20122013"
"4931","Matthew UpsonM. Upson","£1.13m  ","20122013"
"4932","Andy WilkinsonA. Wilkinson","£3.15m  ","20122013"
"4933","Wilson PalaciosW. Palacios","£4.95m  ","20122013"
"4934","Steven N'ZonziS. N'Zonzi","£4.05m  ","20122013"
"4935","Glenn WhelanG. Whelan","£3.60m  ","20122013"
"4936","Maurice EduM. Edu","£2.70m  ","20122013"
"4937","Geoff CameronG. Cameron","£1.35m  ","20122013"
"4938","Charlie AdamC. Adam","£7.20m  ","20122013"
"4939","Dean WhiteheadD. Whitehead","£2.70m  ","20122013"
"4940","Jamie NessJ. Ness","£540k  ","20122013"
"4941","Rory DelapR. Delap","£450k  ","20122013"
"4942","Florent CuvelierF. Cuvelier"," ","20122013"
"4943","Matthew EtheringtonM. Etherington","£3.60m  ","20122013"
"4944","Brek SheaBrek Shea","£2.25m  ","20122013"
"4945","Michael KightlyM. Kightly","£1.80m  ","20122013"
"4946","Jonathan WaltersJ. Walters","£4.50m  ","20122013"
"4947","Jermaine PennantJ. Pennant","£3.15m  ","20122013"
"4948","Peter CrouchP. Crouch","£5.85m  ","20122013"
"4949","Kenwyne JonesK. Jones","£4.50m  ","20122013"
"4950","Cameron JeromeC. Jerome","£3.60m  ","20122013"
"4951","Michael OwenM. Owen","£1.35m  ","20122013"
"4952","Mamady SidibéM. Sidibé","£450k  ","20122013"
"4953","Michel VormM. Vorm","£7.65m  ","20122013"
"4954","Gerhard TremmelG. Tremmel","£450k  ","20122013"
"4955","David CornellD. Cornell","£225k  ","20122013"
"4956","Ashley WilliamsA. Williams","£3.60m  ","20122013"
"4957","ChicoChico","£3.15m  ","20122013"
"4958","Kyle BartleyK. Bartley","£450k  ","20122013"
"4959","Alan TateAlan Tate","£450k  ","20122013"
"4960","Garry MonkG. Monk","£450k  ","20122013"
"4961","Darnel SituD. Situ","£225k  ","20122013"
"4962","Neil TaylorN. Taylor","£2.70m  ","20122013"
"4963","Ben DaviesB. Davies"," ","20122013"
"4964","Ángel RangelÁ. Rangel","£3.15m  ","20122013"
"4965","Dwight TiendalliD. Tiendalli","£1.80m  ","20122013"
"4966","Jazz RichardsJ. Richards","£900k  ","20122013"
"4967","Daniel AlfeiD. Alfei","- ","20122013"
"4968","Sung-Yong KiS. Ki","£3.15m  ","20122013"
"4969","Kemy AgustienK. Agustien","£900k  ","20122013"
"4970","Jonathan de GuzmánJ. de Guzmán","£5.40m  ","20122013"
"4971","Leon BrittonL. Britton","£3.15m  ","20122013"
"4972","Mark GowerM. Gower","£450k  ","20122013"
"4973","Lee LucasLee Lucas","- ","20122013"
"4974","Scott SinclairS. Sinclair","£7.20m  ","20122013"
"4975","Wayne RoutledgeW. Routledge","£3.15m  ","20122013"
"4976","Roland LamahR. Lamah","£1.80m  ","20122013"
"4977","Pablo HernándezP. Hernández","£10.80m  ","20122013"
"4978","Nathan DyerN. Dyer","£4.05m  ","20122013"
"4979","MichuMichu","£5.40m  ","20122013"
"4980","Stephen DobbieS. Dobbie","£1.13m  ","20122013"
"4981","Danny GrahamD. Graham","£3.60m  ","20122013"
"4982","Itay ShechterI. Shechter","£1.80m  ","20122013"
"4983","Leroy LitaL. Lita","£1.35m  ","20122013"
"4984","Luke MooreL. Moore","£900k  ","20122013"
"4985","Rory DonnellyR. Donnelly","£225k  ","20122013"
"4986","Ben FosterB. Foster","£4.50m  ","20122013"
"4987","Boaz MyhillB. Myhill","£1.80m  ","20122013"
"4988","Luke DanielsL. Daniels","£225k  ","20122013"
"4989","Jonas OlssonJ. Olsson","£3.15m  ","20122013"
"4990","Liam RidgewellL. Ridgewell","£2.25m  ","20122013"
"4991","Gabriel TamasG. Tamas","£1.80m  ","20122013"
"4992","Gonzalo JaraG. Jara","£1.58m  ","20122013"
"4993","Gareth McAuleyG. McAuley","£1.35m  ","20122013"
"4994","Donervon DanielsD. Daniels"," ","20122013"
"4995","Goran PopovG. Popov","£3.60m  ","20122013"
"4996","Steven ReidS. Reid","£1.35m  ","20122013"
"4997","Craig DawsonC. Dawson","£1.35m  ","20122013"
"4998","Billy JonesB. Jones","£1.35m  ","20122013"
"4999","James HurstJ. Hurst","£45k  ","20122013"
"5000","Youssouf MulumbuY. Mulumbu","£3.15m  ","20122013"
"5001","Claudio YacobC. Yacob","£2.70m  ","20122013"
"5002","George ThorneG. Thorne","- ","20122013"
"5003","James MorrisonJ. Morrison","£4.05m  ","20122013"
"5004","Graham DorransG. Dorrans","£2.25m  ","20122013"
"5005","Zoltán GeraZ. Gera","£900k  ","20122013"
"5006","Scott AllanS. Allan","£450k  ","20122013"
"5007","Chris BruntC. Brunt","£5.85m  ","20122013"
"5008","Yassine El GhanassyY. El Ghanassy","£2.70m  ","20122013"
"5009","Jerome ThomasJ. Thomas","£2.70m  ","20122013"
"5010","Kemar RoofeK. Roofe"," ","20122013"
"5011","Peter OdemwingieP. Odemwingie","£4.95m  ","20122013"
"5012","Isaiah BrownI. Brown"," ","20122013"
"5013","Romelu LukakuR. Lukaku","£12.60m  ","20122013"
"5014","Shane LongS. Long","£4.05m  ","20122013"
"5015","Markus RosenbergM. Rosenberg","£2.70m  ","20122013"
"5016","Marc-Antoine FortunéM. Fortuné","£1.35m  ","20122013"
"5017","Saido BerahinoS. Berahino"," ","20122013"
"5018","Ali Al-HabsiA. Al-Habsi","£4.50m  ","20122013"
"5019","Joel RoblesJ. Robles","£1.80m  ","20122013"
"5020","Lee NichollsL. Nicholls","£225k  ","20122013"
"5021","Mike PollittM. Pollitt","£225k  ","20122013"
"5022","Iván RamisI. Ramis","£5.40m  ","20122013"
"5023","Antolín AlcarazA. Alcaraz","£3.60m  ","20122013"
"5024","Gary CaldwellG. Caldwell","£2.70m  ","20122013"
"5025","Paul ScharnerP. Scharner","£1.80m  ","20122013"
"5026","Adrián LópezA. López","£450k  ","20122013"
"5027","Román GolobartR. Golobart","- ","20122013"
"5028","Rob KiernanR. Kiernan","- ","20122013"
"5029","Jean BeausejourJ. Beausejour","£5.40m  ","20122013"
"5030","Maynor FigueroaM. Figueroa","£4.95m  ","20122013"
"5031","Jordan MustoeJ. Mustoe"," ","20122013"
"5032","Adam BuxtonA. Buxton"," ","20122013"
"5033","Ronnie StamR. Stam","£2.70m  ","20122013"
"5034","Emmerson BoyceE. Boyce","£1.35m  ","20122013"
"5035","Edu CampabadalE. Campabadal"," ","20122013"
"5036","James McCarthyJ. McCarthy","£4.95m  ","20122013"
"5037","Ben WatsonB. Watson","£2.70m  ","20122013"
"5038","James McArthurJ. McArthur","£2.25m  ","20122013"
"5039","David JonesD. Jones","£1.35m  ","20122013"
"5040","Fraser FyvieF. Fyvie","£900k  ","20122013"
"5041","Róger EspinozaR. Espinoza","£540k  ","20122013"
"5042","Jordi GómezJ. Gómez","£2.70m  ","20122013"
"5043","Shaun MaloneyS. Maloney","£2.25m  ","20122013"
"5044","Daniel RedmondD. Redmond","- ","20122013"
"5045","Ryo MiyaichiR. Miyaichi","£2.70m  ","20122013"
"5046","Albert CrusatA. Crusat","£1.35m  ","20122013"
"5047","Victor MosesV. Moses","£5.85m  ","20122013"
"5048","Callum McManamanC. McManaman","£675k  ","20122013"
"5049","Filip OrsulaF. Orsula"," ","20122013"
"5050","Arouna KonéA. Koné","£3.60m  ","20122013"
"5051","Mauro BoselliM. Boselli","£3.15m  ","20122013"
"5052","Franco Di SantoF. Di Santo","£3.15m  ","20122013"
"5053","Ángelo HenríquezÁ. Henríquez","£135k  ","20122013"
"5054","Nouha DickoN. Dicko"," ","20122013"
"5055","John RuddyJ. Ruddy","£4.05m  ","20122013"
"5056","Lee CampLee Camp","£1.13m  ","20122013"
"5057","Mark BunnMark Bunn","£675k  ","20122013"
"5058","Declan RuddD. Rudd","£450k  ","20122013"
"5059","Jed SteerJed Steer","£225k  ","20122013"
"5060","Sébastien BassongS. Bassong","£4.05m  ","20122013"
"5061","Michael TurnerM. Turner","£4.05m  ","20122013"
"5062","Ryan BennettR. Bennett","£3.15m  ","20122013"
"5063","Russell MartinR. Martin","£2.70m  ","20122013"
"5064","Leon BarnettL. Barnett","£2.25m  ","20122013"
"5065","Elliott WardE. Ward","£1.80m  ","20122013"
"5066","Marc TierneyM. Tierney","£900k  ","20122013"
"5067","Javier GarridoJ. Garrido","£810k  ","20122013"
"5068","Steven WhittakerS. Whittaker","£2.25m  ","20122013"
"5069","Alexander TetteyA. Tettey","£2.03m  ","20122013"
"5070","Korey SmithK. Smith","£900k  ","20122013"
"5071","Jonathan HowsonJ. Howson","£2.70m  ","20122013"
"5072","Andrew SurmanA. Surman","£2.25m  ","20122013"
"5073","Bradley JohnsonB. Johnson","£1.80m  ","20122013"
"5074","David FoxDavid Fox","£1.80m  ","20122013"
"5075","Jacob ButterfieldJ. Butterfield","£900k  ","20122013"
"5076","Simon LappinS. Lappin","£675k  ","20122013"
"5077","Elliott BennettE. Bennett","£2.70m  ","20122013"
"5078","George FrancombG. Francomb","- ","20122013"
"5079","Wesley HoolahanW. Hoolahan","£2.70m  ","20122013"
"5080","Anthony PilkingtonA. Pilkington","£3.15m  ","20122013"
"5081","Josh MurphyJ. Murphy"," ","20122013"
"5082","Robert SnodgrassR. Snodgrass","£2.70m  ","20122013"
"5083","Grant HoltG. Holt","£3.60m  ","20122013"
"5084","Steve MorisonS. Morison","£2.70m  ","20122013"
"5085","James VaughanJ. Vaughan","£1.35m  ","20122013"
"5086","Simeon JacksonS. Jackson","£1.35m  ","20122013"
"5087","Luciano BecchioL. Becchio","£1.13m  ","20122013"
"5088","Chris MartinC. Martin","£450k  ","20122013"
"5089","Kei KamaraK. Kamara","£450k  ","20122013"
"5090","Harry KaneH. Kane"," ","20122013"
"5091","Artur BorucA. Boruc","£3.60m  ","20122013"
"5092","Kelvin DavisK. Davis","£225k  ","20122013"
"5093","Tommy ForecastT. Forecast","£45k  ","20122013"
"5094","Paulo GazzanigaP. Gazzaniga"," ","20122013"
"5095","José FonteJ. Fonte","£2.25m  ","20122013"
"5096","Jos HooiveldJ. Hooiveld","£1.80m  ","20122013"
"5097","Vegard ForrenV. Forren","£1.44m  ","20122013"
"5098","Maya YoshidaM. Yoshida","£900k  ","20122013"
"5099","Danny SeaborneD. Seaborne","£225k  ","20122013"
"5100","Jack StephensJ. Stephens","£113k  ","20122013"
"5101","Danny FoxDanny Fox","£2.70m  ","20122013"
"5102","Andy RobinsonA. Robinson"," ","20122013"
"5103","Luke ShawLuke Shaw"," ","20122013"
"5104","Nathaniel ClyneN. Clyne","£1.80m  ","20122013"
"5105","Frazer RichardsonF. Richardson","£900k  ","20122013"
"5106","Danny ButterfieldD. Butterfield","£225k  ","20122013"
"5107","Calum ChambersC. Chambers"," ","20122013"
"5108","Morgan SchneiderlinM. Schneiderlin","£1.58m  ","20122013"
"5109","Jack CorkJack Cork","£1.35m  ","20122013"
"5110","Dominic GapeD. Gape"," ","20122013"
"5111","Steven DavisS. Davis","£4.50m  ","20122013"
"5112","Dean HammondD. Hammond","£675k  ","20122013"
"5113","Richard ChaplowR. Chaplow","£675k  ","20122013"
"5114","James Ward-ProwseJ. Ward-Prowse","£45k  ","20122013"
"5115","Corby MooreC. Moore"," ","20122013"
"5116","Gastón RamírezG. Ramírez","£12.15m  ","20122013"
"5117","Adam LallanaA. Lallana","£2.70m  ","20122013"
"5118","GulyGuly","£1.80m  ","20122013"
"5119","Steve De RidderS. De Ridder","£675k  ","20122013"
"5120","Jason PuncheonJ. Puncheon","£675k  ","20122013"
"5121","Ben ReevesB. Reeves","£135k  ","20122013"
"5122","Lloyd IsgroveL. Isgrove"," ","20122013"
"5123","Tadanari LeeT. Lee","£1.58m  ","20122013"
"5124","Sam HoskinsS. Hoskins"," ","20122013"
"5125","Jake SinclairJ. Sinclair"," ","20122013"
"5126","Emmanuel MayukaE. Mayuka","£5.40m  ","20122013"
"5127","Jay RodríguezJ. Rodríguez","£4.50m  ","20122013"
"5128","Billy SharpB. Sharp","£4.05m  ","20122013"
"5129","Rickie LambertR. Lambert","£3.15m  ","20122013"
"5130","Lee BarnardL. Barnard","£225k  ","20122013"
"5131","Adam FedericiA. Federici","£900k  ","20122013"
"5132","Stuart TaylorS. Taylor","£675k  ","20122013"
"5133","Alex McCarthyA. McCarthy","£450k  ","20122013"
"5134","Mikkel AndersenM. Andersen","£225k  ","20122013"
"5135","Jonathan HenlyJ. Henly"," ","20122013"
"5136","Daniel CarriçoD. Carriço","£7.47m  ","20122013"
"5137","Adrian MariappaA. Mariappa","£1.80m  ","20122013"
"5138","Alex PearceA. Pearce","£1.58m  ","20122013"
"5139","Kaspars GorkssK. Gorkss","£900k  ","20122013"
"5140","Sean MorrisonS. Morrison","£180k  ","20122013"
"5141","Nicky ShoreyN. Shorey","£1.80m  ","20122013"
"5142","Joseph MillsJ. Mills","£450k  ","20122013"
"5143","Ian HarteIan Harte","£225k  ","20122013"
"5144","Jordan ObitaJ. Obita","£45k  ","20122013"
"5145","Stephen KellyS. Kelly","£1.80m  ","20122013"
"5146","Chris GunterC. Gunter","£1.58m  ","20122013"
"5147","Shaun CummingsS. Cummings","£675k  ","20122013"
"5148","Mikele LeigertwoodM. Leigertwood","£1.13m  ","20122013"
"5149","Brynjar GunnarssonB. Gunnarsson","£225k  ","20122013"
"5150","Danny GuthrieD. Guthrie","£3.60m  ","20122013"
"5151","Jem KaracanJ. Karacan","£900k  ","20122013"
"5152","Hope AkpanH. Akpan"," ","20122013"
"5153","Jay TabbJay Tabb","£900k  ","20122013"
"5154","Jobi McAnuffJ. McAnuff","£1.35m  ","20122013"
"5155","Hal Robson-KanuH. Robson-Kanu","£675k  ","20122013"
"5156","Jimmy KébéJ. Kébé","£1.80m  ","20122013"
"5157","Garath McClearyG. McCleary","£900k  ","20122013"
"5158","Nick BlackmanN. Blackman","£450k  ","20122013"
"5159","Pavel PogrebnyakP. Pogrebnyak","£4.05m  ","20122013"
"5160","Noel HuntNoel Hunt","£1.35m  ","20122013"
"5161","Adam Le FondreA. Le Fondre","£900k  ","20122013"
"5162","Simon ChurchS. Church","£675k  ","20122013"
"5163","Jason RobertsJ. Roberts","£225k  ","20122013"
"5164","Gozie UgwuG. Ugwu"," ","20122013"
"5165","Dominic SamuelD. Samuel"," ","20122013"
"5166","Petr CechPetr Cech","£22.50m  ","20132014"
"5167","Thibaut CourtoisT. Courtois","£16.20m  ","20132014"
"5168","Mark SchwarzerM. Schwarzer","£900k  ","20132014"
"5169","Matej DelacM. Delac","£450k  ","20132014"
"5170","Henrique HilárioH. Hilário","£450k  ","20132014"
"5171","Jamal BlackmanJ. Blackman"," ","20132014"
"5172","David LuizDavid Luiz","£22.50m  ","20132014"
"5173","Branislav IvanovicB. Ivanovic","£21.60m  ","20132014"
"5174","Gary CahillG. Cahill","£17.10m  ","20132014"
"5175","John TerryJ. Terry","£10.80m  ","20132014"
"5176","Kurt ZoumaK. Zouma","£6.30m  ","20132014"
"5177","Tomás KalasT. Kalas","£5.40m  ","20132014"
"5178","Nathan AkéN. Aké"," ","20132014"
"5179","Ashley ColeA. Cole","£7.20m  ","20132014"
"5180","Ryan BertrandR. Bertrand","£4.50m  ","20132014"
"5181","Patrick van AanholtP. van Aanholt","£2.70m  ","20132014"
"5182","Cristian CuevasC. Cuevas","£68k  ","20132014"
"5183","César AzpilicuetaC. Azpilicueta","£12.60m  ","20132014"
"5184","Wallace OliveiraWallace Oliveira","£1.80m  ","20132014"
"5185","John Mikel ObiJ. Obi","£20.70m  ","20132014"
"5186","Nemanja MaticN. Matic","£12.60m  ","20132014"
"5187","Michael EssienM. Essien","£9.00m  ","20132014"
"5188","Oriol RomeuO. Romeu","£6.75m  ","20132014"
"5189","RamiresRamires","£24.30m  ","20132014"
"5190","Marco van GinkelM. van Ginkel","£7.20m  ","20132014"
"5191","Frank LampardF. Lampard","£3.60m  ","20132014"
"5192","John SwiftJ. Swift"," ","20132014"
"5193","Lewis BakerL. Baker"," ","20132014"
"5194","Juan MataJuan Mata","£37.80m  ","20132014"
"5195","OscarOscar","£28.80m  ","20132014"
"5196","Kevin De BruyneK. De Bruyne","£9.00m  ","20132014"
"5197","Gaël KakutaG. Kakuta","£3.60m  ","20132014"
"5198","Ulises DávilaU. Dávila","£1.35m  ","20132014"
