"","name","MV","season"
"4399","Danny GrahamD. Graham","£1.35m  ","20112012"
"4400","Luke MooreL. Moore","£1.35m  ","20112012"
"4401","Leroy LitaL. Lita","£1.13m  ","20112012"
"4402","John RuddyJ. Ruddy","£675k  ","20112012"
"4403","Declan RuddD. Rudd","£90k  ","20112012"
"4404","Jed SteerJed Steer","£45k  ","20112012"
"4405","Leon BarnettL. Barnett","£2.25m  ","20112012"
"4406","Elliott WardE. Ward","£1.35m  ","20112012"
"4407","Daniel AyalaD. Ayala","£675k  ","20112012"
"4408","Zak WhitbreadZ. Whitbread","£630k  ","20112012"
"4409","Ryan BennettR. Bennett","£225k  ","20112012"
"4410","Russell MartinR. Martin","£203k  ","20112012"
"4411","Adam DruryA. Drury","£720k  ","20112012"
"4412","Marc TierneyM. Tierney","£270k  ","20112012"
"4413","Kyle NaughtonK. Naughton","£1.80m  ","20112012"
"4414","Ritchie De LaetR. De Laet","£1.13m  ","20112012"
"4415","Korey SmithK. Smith","£158k  ","20112012"
"4416","Andrew SurmanA. Surman","£1.35m  ","20112012"
"4417","Jonathan HowsonJ. Howson","£900k  ","20112012"
"4418","Simon LappinS. Lappin","£698k  ","20112012"
"4419","Bradley JohnsonB. Johnson","£675k  ","20112012"
"4420","David FoxDavid Fox","£360k  ","20112012"
"4421","Andrew CroftsA. Crofts","£315k  ","20112012"
"4422","Elliott BennettE. Bennett","£158k  ","20112012"
"4423","Wesley HoolahanW. Hoolahan","£1.22m  ","20112012"
"4424","Anthony PilkingtonA. Pilkington","£180k  ","20112012"
"4425","James VaughanJ. Vaughan","£1.35m  ","20112012"
"4426","Grant HoltG. Holt","£1.35m  ","20112012"
"4427","Steve MorisonS. Morison","£675k  ","20112012"
"4428","Chris MartinC. Martin","£405k  ","20112012"
"4429","Simeon JacksonS. Jackson","£360k  ","20112012"
"4430","Aaron WilbrahamA. Wilbraham","£45k  ","20112012"
"4431","Joe HartJoe Hart","£21.15m  ","20122013"
"4432","Costel PantilimonC. Pantilimon","£3.15m  ","20122013"
"4433","Richard WrightR. Wright","£225k  ","20122013"
"4434","Eirik JohansenE. Johansen"," ","20122013"
"4435","Vincent KompanyV. Kompany","£31.50m  ","20122013"
"4436","Micah RichardsM. Richards","£16.65m  ","20122013"
"4437","Joleon LescottJ. Lescott","£13.50m  ","20122013"
"4438","Stefan SavicS. Savic","£7.20m  ","20122013"
"4439","Kolo TouréK. Touré","£7.20m  ","20122013"
"4440","Matija NastasicM. Nastasic","£4.95m  ","20122013"
"4441","Dedryck BoyataD. Boyata","£1.80m  ","20122013"
"4442","Karim RekikK. Rekik"," ","20122013"
"4443","Courtney Meppen-WalterC. Meppen-Walter"," ","20122013"
"4444","Gaël ClichyG. Clichy","£13.50m  ","20122013"
"4445","Aleksandar KolarovA. Kolarov","£12.60m  ","20122013"
"4446","Wayne BridgeW. Bridge","£1.80m  ","20122013"
"4447","MaiconMaicon","£13.05m  ","20122013"
"4448","Pablo ZabaletaP. Zabaleta","£13.05m  ","20122013"
"4449","Jack RodwellJ. Rodwell","£13.50m  ","20122013"
"4450","Nigel de JongN. de Jong","£11.70m  ","20122013"
"4451","Javi GarcíaJ. García","£9.45m  ","20122013"
"4452","Gareth BarryG. Barry","£9.00m  ","20122013"
"4453","George EvansG. Evans"," ","20122013"
"4454","Yaya TouréY. Touré","£32.85m  ","20122013"
"4455","James MilnerJ. Milner","£18.90m  ","20122013"
"4456","Abdisalam IbrahimA. Ibrahim","£360k  ","20122013"
"4457","Denis SuárezD. Suárez"," ","20122013"
"4458","Abdul RazakA. Razak"," ","20122013"
"4459","Scott SinclairS. Sinclair","£7.20m  ","20122013"
"4460","Jérémy HélanJ. Hélan","- ","20122013"
"4461","David SilvaD. Silva","£45.00m  ","20122013"
"4462","Samir NasriS. Nasri","£22.50m  ","20122013"
"4463","Adam JohnsonA. Johnson","£9.45m  ","20122013"
"4464","Rony LopesRony Lopes"," ","20122013"
"4465","Luca ScapuzziL. Scapuzzi","£90k  ","20122013"
"4466","Sergio AgüeroS. Agüero","£45.90m  ","20122013"
"4467","Mario BalotelliM. Balotelli","£28.80m  ","20122013"
"4468","Edin DzekoE. Dzeko","£26.10m  ","20122013"
"4469","Carlos TévezC. Tévez","£20.25m  ","20122013"
"4470","John GuidettiJ. Guidetti","£6.30m  ","20122013"
"4471","Alex NimelyA. Nimely","- ","20122013"
"4472","David de GeaD. de Gea","£15.75m  ","20122013"
"4473","Anders LindegaardA. Lindegaard","£4.50m  ","20122013"
"4474","Ben AmosBen Amos","£675k  ","20122013"
"4475","Sam JohnstoneS. Johnstone"," ","20122013"
"4476","Nemanja Vidic<U+200E>N. Vidic<U+200E>","£22.95m  ","20122013"
"4477","Phil JonesP. Jones","£16.20m  ","20122013"
"4478","Chris SmallingC. Smalling","£13.50m  ","20122013"
"4479","Jonny EvansJ. Evans","£8.55m  ","20122013"
"4480","Rio FerdinandR. Ferdinand","£5.40m  ","20122013"
"4481","Michael KeaneM. Keane","£90k  ","20122013"
"4482","Scott WoottonS. Wootton","- ","20122013"
"4483","Patrice EvraP. Evra","£13.95m  ","20122013"
"4484","FábioFábio","£6.75m  ","20122013"
"4485","Alexander BüttnerA. Büttner","£1.58m  ","20122013"
"4486","Antonio ValenciaA. Valencia","£24.75m  ","20122013"
"4487","RafaelRafael","£8.10m  ","20122013"
"4488","Marnick VermijlM. Vermijl"," ","20122013"
"4489","Michael CarrickM. Carrick","£12.60m  ","20122013"
"4490","AndersonAnderson","£10.80m  ","20122013"
"4491","Darren FletcherD. Fletcher","£9.00m  ","20122013"
"4492","Tom CleverleyT. Cleverley","£7.65m  ","20122013"
"4493","Paul ScholesP. Scholes","£900k  ","20122013"
"4494","Ryan TunnicliffeR. Tunnicliffe","- ","20122013"
"4495","Larnell ColeL. Cole"," ","20122013"
"4496","Ashley YoungA. Young","£24.30m  ","20122013"
"4497","Ryan GiggsR. Giggs","£900k  ","20122013"
"4498","Robbie BradyR. Brady","- ","20122013"
"4499","Shinji KagawaS. Kagawa","£19.80m  ","20122013"
"4500","Nick PowellN. Powell","£225k  ","20122013"
"4501","NaniNani","£32.85m  ","20122013"
"4502","Jesse LingardJ. Lingard"," ","20122013"
"4503","Wilfried ZahaW. Zaha","£3.15m  ","20122013"
"4504","Adnan JanuzajA. Januzaj"," ","20122013"
"4505","Wayne RooneyW. Rooney","£58.50m  ","20122013"
"4506","Joshua KingJ. King","- ","20122013"
"4507","Robin van PersieR. van Persie","£42.75m  ","20122013"
"4508","ChicharitoChicharito","£16.20m  ","20122013"
"4509","Danny WelbeckD. Welbeck","£15.30m  ","20122013"
"4510","Dimitar BerbatovD. Berbatov","£10.35m  ","20122013"
"4511","Federico MachedaF. Macheda","£2.25m  ","20122013"
"4512","Ángelo HenríquezÁ. Henríquez","£135k  ","20122013"
"4513","Petr CechPetr Cech","£22.50m  ","20122013"
"4514","Ross TurnbullR. Turnbull","£1.35m  ","20122013"
"4515","Henrique HilárioH. Hilário","£450k  ","20122013"
"4516","David LuizDavid Luiz","£20.70m  ","20122013"
"4517","Branislav IvanovicB. Ivanovic","£18.90m  ","20122013"
"4518","John TerryJ. Terry","£15.75m  ","20122013"
"4519","Gary CahillG. Cahill","£14.85m  ","20122013"
"4520","Nathan AkéN. Aké"," ","20122013"
"4521","Andreas ChristensenA. Christensen"," ","20122013"
"4522","Ashley ColeA. Cole","£11.25m  ","20122013"
"4523","Ryan BertrandR. Bertrand","£2.25m  ","20122013"
"4524","César AzpilicuetaC. Azpilicueta","£6.75m  ","20122013"
"4525","Paulo FerreiraP. Ferreira","£900k  ","20122013"
"4526","Michael EssienM. Essien","£21.60m  ","20122013"
"4527","John Mikel ObiJ. Obi","£17.10m  ","20122013"
"4528","Oriol RomeuO. Romeu","£7.20m  ","20122013"
"4529","Nathaniel ChalobahN. Chalobah"," ","20122013"
"4530","RamiresRamires","£27.00m  ","20122013"
"4531","Raúl MeirelesR. Meireles","£13.50m  ","20122013"
"4532","Frank LampardF. Lampard","£4.95m  ","20122013"
"4533","Josh McEachranJ. McEachran","£4.05m  ","20122013"
"4534","George SavilleG. Saville"," ","20122013"
"4535","Juan MataJuan Mata","£34.20m  ","20122013"
"4536","OscarOscar","£9.00m  ","20122013"
"4537","Eden HazardE. Hazard","£29.70m  ","20122013"
"4538","Marko MarinM. Marin","£11.70m  ","20122013"
"4539","Lucas PiazónL. Piazón","£6.75m  ","20122013"
"4540","Florent MaloudaF. Malouda","£4.95m  ","20122013"
"4541","Victor MosesV. Moses","£5.85m  ","20122013"
"4542","Yossi BenayounY. Benayoun","£4.05m  ","20122013"
"4543","Fernando TorresF. Torres","£31.50m  ","20122013"
"4544","Daniel SturridgeD. Sturridge","£14.40m  ","20122013"
"4545","Demba BaDemba Ba","£13.50m  ","20122013"
"4546","Romelu LukakuR. Lukaku","£12.60m  ","20122013"
"4547","Hugo LlorisH. Lloris","£17.10m  ","20122013"
"4548","Heurelho GomesH. Gomes","£1.80m  ","20122013"
"4549","Brad FriedelB. Friedel","£900k  ","20122013"
"4550","Carlo CudiciniC. Cudicini","£450k  ","20122013"
"4551","Jordan ArcherJ. Archer"," ","20122013"
"4552","Younès KaboulY. Kaboul","£13.50m  ","20122013"
"4553","Jan VertonghenJ. Vertonghen","£13.50m  ","20122013"
"4554","Michael DawsonM. Dawson","£9.90m  ","20122013"
"4555","Steven CaulkerS. Caulker","£3.60m  ","20122013"
"4556","William GallasW. Gallas","£2.25m  ","20122013"
"4557","Benoît Assou-EkottoB. Assou-Ekotto","£11.70m  ","20122013"
"4558","Danny RoseD. Rose","£2.70m  ","20122013"
"4559","Zeki FryersZ. Fryers"," ","20122013"
"4560","Kyle WalkerK. Walker","£14.40m  ","20122013"
"4561","Kyle NaughtonK. Naughton","£3.60m  ","20122013"
"4562","Adam SmithA. Smith","£270k  ","20122013"
"4563","SandroSandro","£10.35m  ","20122013"
"4564","Tom HuddlestoneT. Huddlestone","£5.40m  ","20122013"
"4565","Jake LivermoreJ. Livermore","£2.70m  ","20122013"
"4566","Kevin StewartK. Stewart"," ","20122013"
"4567","Mousa DembéléM. Dembélé","£11.70m  ","20122013"
"4568","Scott ParkerS. Parker","£9.90m  ","20122013"
"4569","Jermaine JenasJ. Jenas","£5.85m  ","20122013"
"4570","Ryan MasonR. Mason","£90k  ","20122013"
"4571","Dean ParrettD. Parrett","- ","20122013"
"4572","Tom CarrollT. Carroll"," ","20122013"
"4573","David BentleyD. Bentley","£4.05m  ","20122013"
"4574","Rafael van der VaartR. van der Vaart","£22.05m  ","20122013"
"4575","Gylfi SigurdssonG. Sigurdsson","£7.65m  ","20122013"
"4576","Lewis HoltbyL. Holtby","£7.20m  ","20122013"
"4577","Cristian CeballosC. Ceballos"," ","20122013"
"4578","Gareth BaleG. Bale","£36.00m  ","20122013"
"4579","Aaron LennonA. Lennon","£14.40m  ","20122013"
"4580","Iago FalqueI. Falque","£1.80m  ","20122013"
"4581","Andros TownsendA. Townsend","£450k  ","20122013"
"4582","Clint DempseyC. Dempsey","£13.50m  ","20122013"
"4583","Emmanuel AdebayorE. Adebayor","£22.50m  ","20122013"
"4584","Jermain DefoeJ. Defoe","£9.00m  ","20122013"
"4585","Jonathan ObikaJ. Obika","£113k  ","20122013"
"4586","Harry KaneH. Kane"," ","20122013"
"4587","Shaq CoulthirstS. Coulthirst"," ","20122013"
"4588","Wojciech SzczesnyW. Szczesny","£12.60m  ","20122013"
"4589","Lukasz FabianskiL. Fabianski","£2.25m  ","20122013"
"4590","Vito MannoneV. Mannone","£675k  ","20122013"
"4591","James SheaJ. Shea","- ","20122013"
"4592","Emiliano MartínezE. Martínez"," ","20122013"
"4593","Thomas VermaelenT. Vermaelen","£16.65m  ","20122013"
"4594","Laurent KoscielnyL. Koscielny","£16.20m  ","20122013"
"4595","Per MertesackerP. Mertesacker","£12.60m  ","20122013"
"4596","Johan DjourouJ. Djourou","£5.40m  ","20122013"
"4597","Sébastien SquillaciS. Squillaci","£1.35m  ","20122013"
"4598","Ignasi MiquelI. Miquel","- ","20122013"
"4599","Martin AnghaM. Angha","- ","20122013"
"4600","Sead HajrovicS. Hajrovic","- ","20122013"
"4601","Elton MonteiroE. Monteiro"," ","20122013"
"4602","Nacho MonrealN. Monreal","£5.40m  ","20122013"
"4603","Kieran GibbsK. Gibbs","£4.50m  ","20122013"
"4604","Jernade MeadeJ. Meade"," ","20122013"
"4605","Bacary SagnaB. Sagna","£17.10m  ","20122013"
"4606","Carl JenkinsonC. Jenkinson","£900k  ","20122013"
"4607","Héctor BellerínH. Bellerín"," ","20122013"
"4608","Francis CoquelinF. Coquelin","£2.70m  ","20122013"
"4609","Emmanuel FrimpongE. Frimpong","£1.35m  ","20122013"
"4610","Nico YennarisN. Yennaris"," ","20122013"
"4611","Jack WilshereJ. Wilshere","£19.80m  ","20122013"
"4612","Santi CazorlaS. Cazorla","£18.00m  ","20122013"
"4613","Mikel ArtetaM. Arteta","£13.05m  ","20122013"
"4614","Aaron RamseyA. Ramsey","£10.35m  ","20122013"
"4615","Abou DiabyA. Diaby","£4.50m  ","20122013"
"4616","Alex Oxlade-ChamberlainA. Oxlade-Chamberlain","£12.15m  ","20122013"
"4617","André SantosAndré Santos","£6.75m  ","20122013"
"4618","Tomás RosickyT. Rosicky","£3.15m  ","20122013"
"4619","Thomas EisfeldT. Eisfeld"," ","20122013"
"4620","GervinhoGervinho","£12.60m  ","20122013"
"4621","Ryo MiyaichiR. Miyaichi","£2.70m  ","20122013"
"4622","Theo WalcottT. Walcott","£17.10m  ","20122013"
"4623","Andrey ArshavinA. Arshavin","£9.90m  ","20122013"
"4624","Serge GnabryS. Gnabry"," ","20122013"
"4625","Lukas PodolskiL. Podolski","£18.00m  ","20122013"
"4626","Olivier GiroudO. Giroud","£11.70m  ","20122013"
"4627","Marouane ChamakhM. Chamakh","£4.95m  ","20122013"
"4628","Zak AnsahZak Ansah"," ","20122013"
"4629","Chuba AkpomC. Akpom"," ","20122013"
"4630","Pepe ReinaP. Reina","£14.40m  ","20122013"
"4631","Brad JonesB. Jones","£1.35m  ","20122013"
"4632","Péter GulácsiP. Gulácsi"," ","20122013"
"4633","Danny WardD. Ward"," ","20122013"
"4634","Martin SkrtelM. Skrtel","£16.20m  ","20122013"
"4635","Daniel AggerD. Agger","£13.50m  ","20122013"
"4636","Sebastián CoatesS. Coates","£4.50m  ","20122013"
"4637","Jamie CarragherJ. Carragher","£1.80m  ","20122013"
"4638","Danny WilsonD. Wilson","£1.35m  ","20122013"
"4639","Stephen SamaS. Sama"," ","20122013"
"4640","Lloyd JonesL. Jones"," ","20122013"
"4641","José EnriqueJosé Enrique","£11.70m  ","20122013"
"4642","Jack RobinsonJ. Robinson"," ","20122013"
"4643","Glen JohnsonG. Johnson","£10.80m  ","20122013"
"4644","Martin KellyM. Kelly","£4.50m  ","20122013"
"4645","Jon FlanaganJ. Flanagan","£1.35m  ","20122013"
"4646","Andre WisdomA. Wisdom"," ","20122013"
"4647","Nuri SahinN. Sahin","£16.20m  ","20122013"
"4648","Lucas LeivaL. Leiva","£13.50m  ","20122013"
"4649","Jay SpearingJ. Spearing","£2.70m  ","20122013"
"4650","Conor CoadyC. Coady"," ","20122013"
"4651","Steven GerrardS. Gerrard","£13.95m  ","20122013"
"4652","Jordan HendersonJ. Henderson","£13.50m  ","20122013"
"4653","Charlie AdamC. Adam","£7.20m  ","20122013"
"4654","Joe AllenJoe Allen","£3.60m  ","20122013"
"4655","Jonjo ShelveyJ. Shelvey","£2.70m  ","20122013"
"4656","Stewart DowningS. Downing","£10.80m  ","20122013"
"4657","Joe ColeJoe Cole","£6.75m  ","20122013"
"4658","Philippe CoutinhoP. Coutinho","£6.30m  ","20122013"
"4659","Fabio BoriniF. Borini","£7.20m  ","20122013"
"4660","Oussama AssaidiO. Assaidi","£6.30m  ","20122013"
"4661","Dani PachecoD. Pacheco","£540k  ","20122013"
"4662","Jordon IbeJ. Ibe","£225k  ","20122013"
"4663","SusoSuso"," ","20122013"
"4664","Raheem SterlingR. Sterling"," ","20122013"
"4665","Luis SuárezL. Suárez","£26.10m  ","20122013"
"4666","Daniel SturridgeD. Sturridge","£14.40m  ","20122013"
"4667","Andy CarrollA. Carroll","£13.95m  ","20122013"
"4668","Samed YesilS. Yesil","£540k  ","20122013"
"4669","Adam MorganA. Morgan"," ","20122013"
"4670","Jerome SinclairJ. Sinclair"," ","20122013"
"4671","Tim KrulTim Krul","£7.65m  ","20122013"
"4672","Steve HarperS. Harper","£450k  ","20122013"
"4673","Rob ElliotR. Elliot","£225k  ","20122013"
"4674","Jak AlnwickJ. Alnwick"," ","20122013"
"4675","Mapou Yanga-MbiwaM. Yanga-Mbiwa","£8.10m  ","20122013"
"4676","Fabricio ColocciniF. Coloccini","£7.20m  ","20122013"
"4677","Steven TaylorS. Taylor","£5.40m  ","20122013"
"4678","Mike WilliamsonM. Williamson","£3.15m  ","20122013"
"4679","Curtis GoodC. Good","£180k  ","20122013"
"4680","Remie StreeteR. Streete"," ","20122013"
"4681","Davide SantonD. Santon","£7.20m  ","20122013"
"4682","Massadio HaidaraM. Haidara","£900k  ","20122013"
"4683","Paul DummettP. Dummett"," ","20122013"
"4684","Mathieu DebuchyM. Debuchy","£9.90m  ","20122013"
"4685","Danny SimpsonD. Simpson","£4.95m  ","20122013"
"4686","Ryan TaylorR. Taylor","£4.05m  ","20122013"
"4687","James PerchJ. Perch","£1.80m  ","20122013"
"4688","James TavernierJ. Tavernier","- ","20122013"
"4689","Cheik Tioté †C. Tioté †","£11.25m  ","20122013"
"4690","Vurnon AnitaV. Anita","£5.40m  ","20122013"
"4691","Yohan CabayeY. Cabaye","£14.85m  ","20122013"
"4692","Moussa SissokoM. Sissoko","£8.55m  ","20122013"
"4693","Dan GoslingD. Gosling","£1.35m  ","20122013"
"4694","Gaël BigirimanaG. Bigirimana","£675k  ","20122013"
"4695","Mehdi AbeidM. Abeid"," ","20122013"
"4696","Romain AmalfitanoR. Amalfitano","£1.35m  ","20122013"
"4697","Jonás GutiérrezJ. Gutiérrez","£7.20m  ","20122013"
"4698","Shane FergusonS. Ferguson","£900k  ","20122013"
"4699","Hatem Ben ArfaH. Ben Arfa","£12.15m  ","20122013"
"4700","Sylvain MarveauxS. Marveaux","£2.70m  ","20122013"
"4701","Haris VuckicH. Vuckic","£675k  ","20122013"
"4702","Yoan GouffranY. Gouffran","£5.40m  ","20122013"
"4703","Gabriel ObertanG. Obertan","£2.70m  ","20122013"
"4704","Papiss Demba CisséP. Cissé","£17.10m  ","20122013"
"4705","Demba BaDemba Ba","£13.50m  ","20122013"
"4706","Shola AmeobiS. Ameobi","£1.80m  ","20122013"
"4707","Sammy AmeobiS. Ameobi","£1.80m  ","20122013"
"4708","Nile RangerN. Ranger","£900k  ","20122013"
"4709","Adam CampbellA. Campbell"," ","20122013"
"4710","Júlio CésarJ. César","£13.50m  ","20122013"
"4711","Robert GreenR. Green","£2.70m  ","20122013"
"4712","Radek CernyR. Cerny","£450k  ","20122013"
"4713","Brian MurphyB. Murphy","£450k  ","20122013"
"4714","Christopher SambaC. Samba","£10.80m  ","20122013"
"4715","Nedum OnuohaN. Onuoha","£3.60m  ","20122013"
"4716","Anton FerdinandA. Ferdinand","£3.15m  ","20122013"
"4717","Tal Ben HaimT. Ben Haim","£1.13m  ","20122013"
"4718","Clint HillC. Hill","£675k  ","20122013"
"4719","Ryan NelsenR. Nelsen","£675k  ","20122013"
"4720","Max EhmerMax Ehmer","£90k  ","20122013"
"4721","FábioFábio","£6.75m  ","20122013"
"4722","Armand TraoréA. Traoré","£2.25m  ","20122013"
"4723","Suk-Young YunS. Yun","£675k  ","20122013"
"4724","José BosingwaJ. Bosingwa","£4.50m  ","20122013"
"4725","Luke YoungL. Young","£1.35m  ","20122013"
"4726","Michael HarrimanM. Harriman"," ","20122013"
"4727","Stéphane MbiaS. Mbia","£9.90m  ","20122013"
"4728","Samba DiakitéS. Diakité","£4.05m  ","20122013"
"4729","Shaun DerryS. Derry","£450k  ","20122013"
"4730","Esteban GraneroE. Granero","£6.30m  ","20122013"
"4731","Jermaine JenasJ. Jenas","£5.85m  ","20122013"
"4732","Alejandro FaurlínA. Faurlín","£4.05m  ","20122013"
"4733","Kieron DyerK. Dyer","£450k  ","20122013"
"4734","Hogan EphraimH. Ephraim","£450k  ","20122013"
"4735","Adel TaarabtA. Taarabt","£6.75m  ","20122013"
"4736","Ji-Sung ParkJ. Park","£5.85m  ","20122013"
"4737","Junior HoilettJ. Hoilett","£8.10m  ","20122013"
"4738","Shaun Wright-PhillipsS. Wright-Phillips","£3.15m  ","20122013"
"4739","Jamie MackieJ. Mackie","£3.15m  ","20122013"
"4740","Andros TownsendA. Townsend","£450k  ","20122013"
"4741","Loïc RémyL. Rémy","£17.10m  ","20122013"
"4742","Djibril CisséD. Cissé","£5.40m  ","20122013"
"4743","Bobby ZamoraB. Zamora","£4.50m  ","20122013"
"4744","Andy JohnsonA. Johnson","£2.25m  ","20122013"
"4745","Jay BothroydJ. Bothroyd","£1.35m  ","20122013"
"4746","D. J. CampbellD. Campbell","£1.35m  ","20122013"
"4747","Rob HulseRob Hulse","£450k  ","20122013"
"4748","Simon MignoletS. Mignolet","£4.95m  ","20122013"
"4749","Keiren WestwoodK. Westwood","£1.35m  ","20122013"
"4750","Kader ManganeK. Mangane","£4.95m  ","20122013"
"4751","Carlos CuéllarC. Cuéllar","£4.05m  ","20122013"
"4752","John O'SheaJ. O'Shea","£3.15m  ","20122013"
"4753","Titus BrambleT. Bramble","£2.70m  ","20122013"
"4754","Wes BrownWes Brown","£1.80m  ","20122013"
"4755","Matthew KilgallonM. Kilgallon","£1.80m  ","20122013"
"4756","Scott HarrisonS. Harrison"," ","20122013"
"4757","John EganJohn Egan"," ","20122013"
"4758","Kieran RichardsonK. Richardson","£4.50m  ","20122013"
"4759","Danny RoseD. Rose","£2.70m  ","20122013"
"4760","David FergusonD. Ferguson"," ","20122013"
"4761","Phil BardsleyP. Bardsley","£5.40m  ","20122013"
"4762","Liam MarrsL. Marrs"," ","20122013"
"4763","Lee CattermoleL. Cattermole","£5.40m  ","20122013"
"4764","Jack ColbackJ. Colback","£4.05m  ","20122013"
"4765","Alfred N'DiayeA. N'Diaye","£3.15m  ","20122013"
"4766","David VaughanD. Vaughan","£2.70m  ","20122013"
"4767","Sebastian LarssonS. Larsson","£6.75m  ","20122013"
"4768","Craig GardnerC. Gardner","£5.40m  ","20122013"
"4769","David MeylerD. Meyler","£675k  ","20122013"
"4770","Billy KnottB. Knott"," ","20122013"
"4771","Ahmed ElmohamadyA. Elmohamady","£2.70m  ","20122013"
"4772","Stéphane SessègnonS. Sessègnon","£13.05m  ","20122013"
"4773","James McCleanJ. McClean","£3.60m  ","20122013"
"4774","Adam JohnsonA. Johnson","£9.45m  ","20122013"
"4775","Adam MitchellA. Mitchell"," ","20122013"
"4776","James McFaddenJ. McFadden","£1.35m  ","20122013"
"4777","Connor WickhamC. Wickham","£5.40m  ","20122013"
"4778","Steven FletcherS. Fletcher","£5.40m  ","20122013"
"4779","Danny GrahamD. Graham","£3.60m  ","20122013"
"4780","Fraizer CampbellF. Campbell","£3.15m  ","20122013"
"4781","Dong-Won JiD. Ji","£2.25m  ","20122013"
"4782","Louis SahaL. Saha","£1.13m  ","20122013"
"4783","Mikael MandronM. Mandron"," ","20122013"
"4784","Jordan LaidlerJ. Laidler"," ","20122013"
"4785","Tim HowardT. Howard","£3.60m  ","20122013"
"4786","Ján MuchaJ. Mucha","£1.35m  ","20122013"
"4787","Mason SpringthorpeM. Springthorpe"," ","20122013"
"4788","Phil JagielkaP. Jagielka","£10.80m  ","20122013"
"4789","Johnny HeitingaJ. Heitinga","£8.10m  ","20122013"
"4790","Sylvain DistinS. Distin","£1.80m  ","20122013"
"4791","John StonesJ. Stones","£45k  ","20122013"
"4792","Shane DuffyS. Duffy","- ","20122013"
"4793","Tyias BrowningT. Browning"," ","20122013"
"4794","Leighton BainesL. Baines","£17.10m  ","20122013"
"4795","Bryan OviedoB. Oviedo","£450k  ","20122013"
"4796","Luke GarbuttL. Garbutt"," ","20122013"
"4797","Seamus ColemanS. Coleman","£4.50m  ","20122013"
"4798","Tony HibbertT. Hibbert","£1.80m  ","20122013"
"4799","Phil NevilleP. Neville","£1.35m  ","20122013"
"4800","Marouane FellainiM. Fellaini","£18.00m  ","20122013"
"4801","Leon OsmanL. Osman","£4.05m  ","20122013"
"4802","Darron GibsonD. Gibson","£3.15m  ","20122013"
"4803","Thomas HitzlspergerT. Hitzlsperger","£1.13m  ","20122013"
"4804","Francisco JúniorF. Júnior"," ","20122013"
"4805","Ross BarkleyR. Barkley","£4.05m  ","20122013"
"4806","Steven PienaarS. Pienaar","£6.30m  ","20122013"
"4807","Kevin MirallasK. Mirallas","£5.85m  ","20122013"
"4808","Steven NaismithS. Naismith","£3.60m  ","20122013"
"4809","Matthew KennedyM. Kennedy","£68k  ","20122013"
"4810","Nikica JelavicN. Jelavic","£8.10m  ","20122013"
"4811","Victor AnichebeV. Anichebe","£3.15m  ","20122013"
"4812","Magaye GueyeM. Gueye","£2.25m  ","20122013"
"4813","Apostolos VelliosA. Vellios","£1.80m  ","20122013"
"4814","David StockdaleD. Stockdale","£3.15m  ","20122013"
"4815","Mark SchwarzerM. Schwarzer","£1.35m  ","20122013"
"4816","Neil EtheridgeN. Etheridge","£450k  ","20122013"
"4817","Csaba SomogyiC. Somogyi","£225k  ","20122013"
"4818","Brede HangelandB. Hangeland","£7.20m  ","20122013"
"4819","Philippe SenderosP. Senderos","£2.70m  ","20122013"
"4820","Aaron HughesA. Hughes","£1.80m  ","20122013"
"4821","Rafik HallicheR. Halliche","£675k  ","20122013"
"4822","Urby EmanuelsonU. Emanuelson","£6.75m  ","20122013"
"4823","Kieran RichardsonK. Richardson","£4.50m  ","20122013"
"4824","John Arne RiiseJ. Riise","£3.60m  ","20122013"
"4825","Matthew BriggsM. Briggs","£1.35m  ","20122013"
"4826","Stanislav ManolevS. Manolev","£2.25m  ","20122013"
"4827","Sascha RietherS. Riether","£2.25m  ","20122013"
"4828","Stephen KellyS. Kelly","£1.80m  ","20122013"
"4829","Jack GrimmerJ. Grimmer","£135k  ","20122013"
"4830","Mahamadou DiarraM. Diarra","£2.25m  ","20122013"
"4831","Chris BairdC. Baird","£1.80m  ","20122013"
"4832","Eyong EnohE. Enoh","£1.80m  ","20122013"
"4833","Emmanuel FrimpongE. Frimpong","£1.35m  ","20122013"
"4834","Mickaël TavaresM. Tavares","£180k  ","20122013"
"4835","Mousa DembéléM. Dembélé","£11.70m  ","20122013"
"4836","Pajtim KasamiP. Kasami","£2.25m  ","20122013"
"4837","Steve SidwellS. Sidwell","£2.25m  ","20122013"
"4838","Georgios KaragounisG. Karagounis","£1.80m  ","20122013"
"4839","Alex SmithA. Smith","- ","20122013"
"4840","Ashkan DejagahA. Dejagah","£4.50m  ","20122013"
"4841","Damien DuffD. Duff","£1.35m  ","20122013"
"4842","Simon DaviesS. Davies","£900k  ","20122013"
"4843","Alexander KacaniklicA. Kacaniklic","£900k  ","20122013"
"4844","Kerim FreiK. Frei","£2.70m  ","20122013"
"4845","Charles BanyaC. Banya"," ","20122013"
"4846","Bryan RuízB. Ruíz","£9.00m  ","20122013"
"4847","Dimitar BerbatovD. Berbatov","£10.35m  ","20122013"
"4848","Mladen PetricM. Petric","£4.50m  ","20122013"
"4849","Hugo RodallegaH. Rodallega","£4.05m  ","20122013"
"4850","Marcello TrottaM. Trotta","£225k  ","20122013"
"4851","Jussi JääskeläinenJ. Jääskeläinen","£900k  ","20122013"
"4852","Stephen HendersonS. Henderson","£675k  ","20122013"
"4853","Raphael SpiegelR. Spiegel","£180k  ","20122013"
